DISTRICT,LOCATION,LONGITUDE,LATITUDE,pH,EC,CO3,HCO3,Cl,SO4,NO3,F,PO4,Ca,Mg,Na,K,SiO2,TH,SAR_VALUE,RSC_VALUE
Amritsar,Ajnala,74.7608,31.8439,8.4,1100,24,305.1,120.5,160.0,55.0,0.32,0,32.0,38.9,170.0,51.0,,240.192,4.037902233,1.0
Amritsar,Amritsar,74.8787,31.6358,8.22,602,0,317.3,28.4,86.0,12.0,0.45,0,40.0,31.6,72.0,16.0,,230.184,1.701790053,0.6
Amritsar,Beas,75.3,31.515,8.02,710,0,341.7,70.9,70.0,7.0,0.50,0,44.0,41.3,77.0,11.0,,280.224,1.667424603,-0.040
Amritsar,Bhindi Saidan,74.641,31.811,8.8,1530,84,671.2,35.5,102.0,0.7,0.10,0.1,44.0,17.0,305.0,7.1,,180.144,7.810249676,10.2
Amritsar,Chogawan,74.6649,31.7041,8.34,482,48,183.1,21.3,62.0,0.3,0.52,0,24.0,31.6,60.0,9.2,,190.152,1.609325342,0.8
Amritsar,Gaggomahal,74.66666667,31.9,8.39,382,24,207.5,7.1,25.0,0.5,0.38,0.22,24.0,12.2,62.0,4.7,,110.088,2.060949735,2.0
Amritsar,Jadiala Guru,75.033,31.567,8.12,389,0,244.1,14.2,45.0,0.9,0.60,0,36.0,24.3,33.0,9.2,,190.152,0.84993415,0.2
Amritsar,Mahawa,74.9375,31.56666667,8.05,768,0,366.1,56.7,50.0,0.5,0.52,0,36.0,24.3,105.0,17.0,,190.152,2.704335933,2.2
Amritsar,Mehta,75.25,31.66666667,8.38,475,24,219.7,14.2,65.0,19.0,0.60,0,28.0,36.5,43.0,12.0,,220.176,1.070825227,0.0
Amritsar,Nayatandel,75.1723,31.6701,7.99,523,0,280.7,35.5,30.0,0.9,0.28,0,56.0,17.0,41.0,15.0,,210.168,0.959737407,0.4
Amritsar,Ramdas,74.9111,31.9667,8.47,742,36,402.7,14.2,52.0,0.5,0.65,0,24.0,21.9,145.0,4.4,,150.12,4.280471947,4.8
Amritsar,Urdhan,74.86,31.9,8.25,367,0,268.5,7.1,50.0,2.3,0.35,0,40.0,29.2,28.0,7.3,,220.176,0.673185852,0.0
Barnala,Bahadaur,75.324,30.475,8.68,1267,72,525.0,71.0,130.0,22.0,0.65,0,20.0,41.0,265.0,9.5,,220,6.785954636,6.6
Barnala,Barnala,75.5325,30.35916667,8.37,1118,36,610.0,50.0,80.0,21.0,0.30,0,28.0,49.0,210.0,9.5,,270,4.786344211,5.7
Barnala,Mahal kalan,75.5458,30.5681,7.96,1018,0,647.0,50.0,0.0,36.0,0.48,0,24.0,41.0,180.0,13.0,,230,4.465250445,6.0
Bathinda,Ablu,74.7908,30.3386,8.15,710,0,219.7,40.4,110.0,27.0,0.43,0,46.0,20.2,65.0,29.0,,197.7581,1.59777035,-0.4
Bathinda,Badiala,75.32,30.23,8.2,2520,0,524.8,242.5,528.0,31.0,0.62,0,29.0,73.3,442.0,13.0,,374.6995,8.740060686,1.0
Bathinda,Bahman Kor Sing,75.127,29.909,8.44,480,36,146.4,13.5,40.0,3.5,0.89,0,46.0,17.7,24.0,8.2,,187.3498,0.601411213,-0.2
Bathinda,Balluana,74.782,30.2236,8.1,5405,0,903.1,680.3,810.0,425.0,1.30,0,71.0,187.2,660.0,400.0,,947.1571,8.214777638,-4.3
Bathinda,Bhagi Bandar,75.067,30.031,8.22,3325,0,805.5,410.9,485.0,56.0,1.50,0,42.0,83.5,420.0,345.0,,447.5578,7.498206957,4.1
Bathinda,Dera Tappa,74.9097,30.3056,8.4,507,36,146.4,26.9,70.0,6.2,0.59,0,46.0,32.9,20.0,7.2,,249.7997,0.450320263,-1.4
Bathinda,Dhapali,75.242,30.363,8.25,320,0,170.9,6.7,5.0,3.8,0.78,0,17.0,2.5,49.0,3.0,,52.0416,2.219262987,1.7
Bathinda,Dial pur bhlaike,75.133,30.396,8.25,1086,0,573.6,33.7,90.0,16.0,0.93,0,17.0,48.1,175.0,7.7,,239.3914,4.337880162,4.5
Bathinda,Dial pur mirja,75.1167,30.4167,8.65,2035,84,646.8,107.8,315.0,47.0,2.10,0,21.0,32.9,460.0,8.5,,187.3498,12.5312226,9.6
Bathinda,Ganga,74.835,30.362,8.1,1345,0,366.1,114.5,270.0,121.0,0.60,0,42.0,96.1,145.0,24.0,,499.5994,2.467749989,-4.1
Bathinda,Gulabgarh,75,30.15,8.4,3040,24,256.3,343.5,875.0,3.7,0.87,0,58.0,63.2,570.0,9.1,,405.9245,10.35508198,-3.2
Bathinda,Gurusar,75.092,29.993,8.38,2420,60,659.0,208.8,282.0,112.0,1.30,0,17.0,73.3,422.0,53.0,,343.4746,8.881750548,5.8
Bathinda,Jajjal,75.1,29.7583,8.17,1575,0,402.7,208.8,210.0,99.0,0.40,0,33.0,40.5,205.0,180.0,,249.7997,4.782337117,1.6
Bathinda,Jassi Bhagwali,74.801,30.068,8.31,1652,24,414.9,128.0,240.0,101.0,0.58,0,21.0,65.8,250.0,26.0,,322.6579,5.366734884,1.1
Bathinda,Jhanduke,75.15,30.16388889,8.5,1070,48,280.7,80.8,152.0,48.0,0.74,0,8.0,50.6,178.0,9.0,,228.983,4.650516504,1.6
Bathinda,Kailabander,75.0667,30.0583,8.48,1152,48,439.3,53.9,100.0,56.0,4.80,0,25.0,37.9,205.0,12.0,,218.5747,5.169618966,4.4
Bathinda,Kalyan sukhna,75.11555556,30.37305556,8.17,2565,0,500.4,229.0,418.0,293.0,1.10,0,67.0,75.9,385.0,75.0,,478.7827,6.441316079,-1.5
Bathinda,Khialiwala,74.98189167,30.22637778,8.65,1505,60,378.3,101.0,285.0,33.0,2.00,0,21.0,20.2,342.0,6.2,,135.3082,10.65632589,5.5
Bathinda,Kot Shamir,75.00833333,30.1125,8.02,2875,0,488.2,363.7,368.0,284.0,0.72,0,42.0,103.7,430.0,51.0,,530.8243,7.124734339,-2.7
Bathinda,Kothaguru,75.09972222,30.43361111,8.6,2450,84,805.5,141.4,260.0,31.0,1.40,0,21.0,20.2,530.0,12.0,,135.3082,16.51418925,13.3
Bathinda,Maiser khanna,75.5028,30.1528,8.1,1842,0,573.6,161.7,232.0,94.0,2.00,0,25.0,73.3,285.0,33.0,,364.2912,5.749076621,2.0
Bathinda,Nahianwala,74.9097,30.3056,8.3,1213,48,463.8,67.4,100.0,41.0,0.75,0,33.0,53.1,145.0,66.0,,301.8413,3.125333896,3.1
Bathinda,Phul,75.2458,30.3375,8.6,983,84,268.5,60.6,122.0,11.0,1.00,0,21.0,12.6,220.0,6.5,,104.0832,7.590721153,5.1
Bathinda,Phulla,75.13333333,30.00972222,8.62,900,72,292.9,33.7,90.0,40.0,3.10,0,21.0,30.4,148.0,37.0,,176.9414,4.12866981,3.6
Bathinda,Phullo Mithi,74.845,30.098,8.37,875,36,158.7,74.1,120.0,46.0,0.55,0,46.0,35.4,88.0,7.9,,260.208,1.950744833,-1.4
Bathinda,Rai ke kalan,74.7028,30.0764,8.05,2612,0,414.9,323.3,525.0,120.0,1.20,0,75.0,106.2,320.0,100.0,,624.4992,4.75445649,-5.8
Bathinda,Rampur phull,75.1667,30.25,8.7,1715,96,512.6,74.1,250.0,34.0,0.75,0,17.0,53.1,325.0,10.0,,260.208,7.763442624,6.3
Bathinda,Sangat kalan,74.8417,30.0839,8.5,888,60,305.1,26.9,178.0,9.4,1.30,0,21.0,22.8,200.0,6.5,,145.7165,6.043978852,4.1
Faridkot,Bajakhana,74.977,30.455,8.45,3450,108,817.7,303.1,480.0,81.0,1.50,0,13.0,65.8,705.0,15.0,,301.8413,15.88385829,10.9
Faridkot,Bir Sikhar wala,74.86555556,30.60833333,8.05,620,0,305.1,33.7,40.0,1.8,0.35,0,42.0,27.8,51.0,13.0,,218.5747,1.220878541,0.6
Faridkot,Chand Baja,74.862,30.739,8.25,1947,0,549.2,215.5,278.0,12.0,0.74,0,28.0,46.2,302.0,112.0,,260.208,7.011888249,3.8
Faridkot,Dalsinghwala,74.5536,30.2713,8.2,2470,0,476.0,249.2,542.0,24.0,0.80,0,50.0,58.2,440.0,11.0,,364.2912,8.459974262,0.5
Faridkot,Deep singh wala,74.47916667,30.73888889,8.47,2390,72,646.8,141.4,352.0,100.0,1.00,0,24.0,24.3,520.0,11.0,,160.128,14.96441604,9.8
Faridkot,Deviwala,74.5215,30.364,8.5,1560,72,573.6,47.1,328.0,28.0,0.85,0,21.0,22.8,400.0,11.0,,145.7165,12.0879577,8.9
Faridkot,Dhilwan Kalan,74.867,30.571,8.5,1345,72,573.6,47.1,170.0,13.0,1.30,0,21.0,45.5,250.0,54.0,,239.3914,6.131393395,7.0
Faridkot,Jand Sahib,74.527,30.69,8.27,2002,0,463.8,175.1,380.0,33.0,0.91,0,28.0,34.0,380.0,15.0,,210.168,9.652009652,3.4
Faridkot,Karir Wali,74.828,30.406,8.05,4155,0,610.2,417.6,1052.0,106.0,1.10,0,42.0,141.6,502.0,390.0,,686.9491,7.409644542,-3.9
Faridkot,Killi,74.483,30.841,8.65,3923,72,1037.3,269.4,628.0,144.0,4.00,0,20.0,24.3,755.0,270.0,,150.12,22.68689621,16.4
Faridkot,Kot Kapura,74.833,30.583,8.1,1600,0,512.6,121.2,258.0,82.0,0.85,0,42.0,53.1,145.0,230.0,,322.6579,2.973772489,1.9
Faridkot,Matta,74.5019,30.2858,8.54,1595,84,488.2,134.7,158.0,40.0,2.00,0,25.0,73.3,215.0,83.0,,364.2912,4.337022714,3.4
Faridkot,Mehmuana(sadiq),74.65555556,30.70833333,7.78,5812,0,341.7,936.2,1315.0,110.0,0.48,0,144.0,170.2,880.0,73.0,,1060.848,9.929092976,-15.8
Faridkot,Mumaru,74.656,30.708,8.45,3200,60,549.2,336.8,558.0,150.0,1.10,0,28.0,63.2,560.0,146.0,,330.264,11.72790943,4.3
Faridkot,Nangal,74.85861111,30.66611111,8.22,1480,0,561.4,80.8,315.0,30.0,0.55,0,29.0,58.2,280.0,8.9,,312.2496,5.996941116,2.9
Faridkot,Nawankillu,74.691,30.647,8.38,575,48,231.9,20.2,5.0,16.0,0.60,0,16.0,48.6,32.0,9.1,,240.192,0.796276163,0.6
Faridkot,Sadiqe,74.3529,30.4229,8.3,4686,72,695.6,579.3,765.0,200.0,1.10,0,36.0,85.1,920.0,26.0,,440.352,16.72036491,4.9
Faridkot,Sher singh wala,74.62305556,30.67055556,8.02,751,0,170.9,74.1,100.0,45.0,0.43,0,32.0,38.9,65.0,8.9,,240.192,1.543903795,-2.0
Faridkot,Sukhanwala,74.3822,30.3847,8.02,3327,0,378.3,464.7,732.0,125.0,0.83,0,81.0,91.9,560.0,32.0,,580.464,8.517664427,-5.5
Faridkot,Tehna,74.4726,30.4121,8.55,2632,72,549.2,188.6,535.0,22.0,2.30,0,20.0,31.6,565.0,12.0,,180.144,15.73090081,7.8
Faridkot,Waradharka,74.4515,30.3307,7.7,2150,0,207.5,296.4,541.0,24.0,0.14,0,138.0,60.7,250.0,33.0,,593.2742,3.547080712,-8.6
Fatehgarh Sahib,Amloh,76.2319,30.595,8.22,468,0,250.0,21.0,0.0,1.7,0.43,0,28.0,27.0,21.0,10.0,,180,0.566327884,0.4
Fatehgarh Sahib,Anayatpur,75.42358333,30.63861111,8.65,762,36,476.0,14.2,0.0,11.0,0.55,0,28.0,60.8,66.0,14.0,,320.256,1.400771988,2.5
Fatehgarh Sahib,Badlial Singh,76.53166667,30.63666667,8.54,737,51,281.0,35.5,1.4,0.0,0.80,0,12.0,19.0,115.0,7.0,,110,4.130921947,4.1
Fatehgarh Sahib,Basi Pathna,76.728,30.46,8.53,519,62,177.0,7.1,0.0,0.0,0.28,0,16.0,27.0,46.0,10.0,,150,1.402986847,1.9
Fatehgarh Sahib,Bhaddal Thuha,76.233,30.591,8.53,998,51,463.0,21.0,0.5,2.3,0.65,0,12.0,17.0,170.0,23.0,,100,6.313641498,7.3
Fatehgarh Sahib,Bhangrana,76.578,30.611,8.33,1042,51,317.0,121.0,5.0,0.0,0.44,0,12.0,63.0,102.0,8.2,,290,2.355589098,1.0
Fatehgarh Sahib,Bhateri,76.5189,30.7447,8.35,583,51,226.0,14.0,0.0,0.0,0.61,0,20.0,29.0,52.0,7.3,,170,1.485714286,2.0
Fatehgarh Sahib,Bir Bharmarsi,76.2911,30.5792,8.05,596,0,329.5,35.5,0.0,28.0,0.55,0,68.0,14.6,51.0,7.2,,230.184,1.122303063,0.8
Fatehgarh Sahib,Chunni Kalan,76.494,30.715,8.35,652,51,189.0,36.0,34.0,0.2,0.87,24,24.0,24.0,73.0,8.0,,160,2.107328483,1.6
Fatehgarh Sahib,Fatehgarh Sahib,76.4,30.65,8.58,707,62,214.0,35.5,40.0,16.0,0.58,0,12.0,27.0,63.0,85.0,,140,2.017614738,2.7
Fatehgarh Sahib,Innayatpur,76.39,30.648,8.27,797,0,366.0,64.0,3.0,11.0,0.25,0,20.0,24.0,110.0,12.0,,150,3.31662479,3.0
Fatehgarh Sahib,Nalini,76.5081,31.0244,8.42,667,48,275.0,14.0,3.4,4.0,0.75,0,24.0,34.0,56.0,10.0,,200,1.470632048,2.1
Fatehgarh Sahib,Narain,76.592,30.625,8.47,1564,75,555.0,142.0,0.0,2.8,0.80,0,24.0,44.0,250.0,10.0,,240,6.063390626,6.7
Fatehgarh Sahib,Pawala,76.60972222,30.63444444,8.67,798,99,201.0,43.0,3.0,6.0,0.48,0,20.0,10.0,142.0,4.0,,90,5.185106878,4.8
Fazilka,Dalewal Satkosi,74.0375,30.19861111,8,2840,0,292.9,370.5,640.0,130.0,0.56,0,71.0,136.6,342.0,48.0,,738.9907,4.747253541,-10.1
Fazilka,Deepulana,74.099,30.453,8.38,3910,84,744.4,303.1,780.0,89.0,3.60,0,29.0,37.9,785.0,110.0,,228.983,19.19493269,10.4
Fazilka,Dhaban Kokaryan,74.327,30.122,8.32,2570,48,231.9,350.2,560.0,14.0,2.20,0,46.0,86.0,410.0,11.0,,468.3744,7.137183894,-4.1
Fazilka,Kauranwali,74.056,30.383,8.2,3130,0,524.8,343.5,658.0,62.0,0.75,0,42.0,53.1,592.0,36.0,,322.6579,12.14119527,2.1
Fazilka,Khuiyan Serovar,74.078,30.113,8.17,5817,0,402.7,996.9,1295.0,35.0,0.72,0,50.0,217.5,945.0,36.0,,1020.015,11.55579719,-14.0
Fazilka,Sohangarh,74.389,30.601,8.7,8022,540,2806.9,26.9,950.0,158.0,1.50,0,12.0,160.5,1465.0,380.0,,690.552,22.30863874,50.0
Fazilka,Thoh Kalandor,74.09321111,30.47090833,8.6,975,72,451.5,20.2,35.0,20.0,0.85,0,8.0,32.9,180.0,24.0,,156.1248,5.629124405,6.7
Ferozepur,Alamgarh,74.0927,30.0736,8.1,798,0,402.7,78.0,32.0,13.0,0.65,0,44.0,41.3,90.0,12.0,,280.224,1.948937848,1.0
Ferozepur,Gattah Badsha,74.901,31.122,8.46,411,36,170.9,13.5,25.0,0.3,0.38,0,28.0,26.8,29.0,5.7,,180.144,0.783497679,0.4
Ferozepur,Jaimal Singh Wala,74.342,30.058,8.55,611,60,170.9,20.2,90.0,0.2,0.29,0,12.0,41.3,73.0,6.7,,200.16,1.999812374,0.8
Ferozepur,Jhokharihar,74.611,30.862,8.78,855,60,317.3,40.4,25.0,28.0,1.80,0,24.0,29.2,128.0,12.0,,180.144,3.509814381,3.6
Ferozepur,Ladhuwala,74.23,30.3206,8.2,1960,0,280.7,202.1,460.0,90.0,0.50,0,36.0,92.4,255.0,37.0,,470.376,4.500778749,-4.9
Ferozepur,Lauhke kalan,74.5529,31.0258,8.5,627,24,146.4,13.5,142.0,6.2,0.29,0,32.0,36.5,47.0,8.7,,230.184,1.135749535,-1.4
Ferozepur,Malsian,74.241,30.483,8.58,507,48,170.9,20.2,30.0,2.2,0.51,0,12.0,34.0,47.0,11.0,,170.136,1.385954388,1.0
Ferozepur,Piarana,74.4311,30.5304,8.48,1190,72,585.8,33.7,25.0,16.0,0.85,0,20.0,29.2,235.0,8.4,,170.136,6.700624895,8.6
Ferozepur,Shamsinghwala,74.3031,30.4739,8.15,1201,0,451.5,47.1,185.0,27.0,1.40,0,32.0,36.5,190.0,14.0,,230.184,4.591327909,2.8
Gurdaspur,Aulakhkalan,75.4866,31.7869,8.1,437,0,231.9,14.2,62.0,24.0,0.30,0,32.0,41.3,19.0,7.0,,250.2,0.443845284,-1.2
Gurdaspur,Bhagowal,75.163,31.896,8.28,376,0,207.5,7.1,45.0,1.3,0.40,0,24.0,29.2,18.0,12.0,,180.144,0.493567647,-0.2
Gurdaspur,Choranwali,75.148,31.858,8.08,218,0,109.8,7.1,12.0,2.4,0.28,0,32.0,7.3,2.8,2.6,,110.088,0.089328852,-0.4
Gurdaspur,Dera Baba Nanak,75.033,32.013,8.04,341,0,231.9,14.2,0.0,2.7,0.37,0,28.0,12.2,42.0,5.0,,120.096,1.324848626,1.4
Gurdaspur,Dhianpur,75.0703,31.9225,8.02,366,0,244.1,14.2,0.0,1.4,0.35,0,40.0,17.0,23.0,4.8,,170.136,0.609284884,0.6
Gurdaspur,Dina Nagar,75.475,32.14166667,8.02,705,0,390.5,35.5,50.0,14.0,0.55,0,48.0,104.6,40.0,1.9,,350,0.647608768,-4.7
Gurdaspur,Dokoha,75.38333333,31.65833333,7.97,430,0,231.9,7.1,36.0,27.0,0.32,0,32.0,31.6,20.0,8.6,,210.168,0.501569863,-0.4
Gurdaspur,Galri,75.3292,32.126,8.1,310,0,219.7,7.1,0.0,0.7,0.30,0,28.0,14.6,27.0,5.6,,130.104,0.827349408,1.0
Gurdaspur,Ganiya ke Banger,75.05,31.86666667,8.18,419,0,280.7,7.1,0.0,0.6,0.85,0,48.0,14.6,24.0,11.0,,180.144,0.606672167,1.0
Gurdaspur,Ganja (Ganji),75.353,32.114,8.4,432,36,256.3,7.1,0.0,0.3,0.24,0,32.0,31.6,32.0,4.4,,210.168,0.80251178,1.2
Gurdaspur,Ghoman,75.386,31.691,8.08,350,0,195.3,14.2,5.0,19.0,0.40,0,36.0,14.6,20.0,8.8,,150.12,0.562321557,0.2
Gurdaspur,Harchowal,75.45,31.792,8.28,240,0,146.4,7.1,0.0,1.2,0.22,0,36.0,7.3,3.1,3.9,,120.096,0.094221007,0.0
Gurdaspur,Hargovindpur,75.474,31.6877,8,515,0,231.9,28.4,25.0,46.0,0.35,0,40.0,29.2,31.0,7.3,,220.176,0.745312907,-0.6
Gurdaspur,Haruwal,74.908,31.916,8,300,0,207.5,7.1,10.0,1.0,0.32,0,32.0,14.6,23.0,4.6,,140.112,0.673852546,0.6
Gurdaspur,Kalanaur,75.133,32.017,7.92,314,0,231.9,14.2,0.0,1.0,0.30,0,32.0,17.0,27.0,5.0,,150.12,0.771428571,0.8
Gurdaspur,Madipur,74.9423,31.8279,8.75,1260,60,402.7,92.2,185.0,4.5,0.51,0,8.0,41.3,175.0,150.0,,190.152,4.984763804,4.8
Gurdaspur,Mullowali,75.0075,31.9908,8.12,350,0,256.3,7.1,0.0,0.6,0.35,0,32.0,9.7,45.0,5.0,,120.096,1.393716629,1.8
Gurdaspur,Nishayara Majjasing,75.30833333,31.92916667,7.9,530,0,280.7,28.4,28.0,7.6,0.26,0,48.0,31.6,24.0,5.5,,250.2,0.538003008,-0.4
Gurdaspur,Pandori Dham,75.5125,32.05277778,8.24,328,0,195.3,7.1,8.0,1.1,0.35,0,36.0,17.0,6.9,5.8,,160.128,0.189557578,0.0
Gurdaspur,Saidowal,75.51263889,31.97355556,8.22,1416,0,451.5,113.4,185.0,145.0,0.25,0,24.0,63.2,105.0,235.0,,320.256,2.248852919,0.9
Gurdaspur,Salechak,75.1808,32.0486,8.31,1170,60,610.2,14.2,58.0,1.5,0.62,0,24.0,17.0,252.0,6.4,,130.104,7.871157599,9.4
Gurdaspur,Satiali Nanekot,75.43333333,31.9,8.22,364,0,207.5,14.2,15.0,21.0,0.27,0,24.0,31.6,14.0,3.8,,190.152,0.375509247,-0.4
Hoshiarpur,Adhowal Garhi,75.61861111,31.9625,8.12,316,0,195.3,6.7,5.0,0.0,0.46,0,33.0,12.6,17.0,4.4,,135.3082,0.503496546,0.5
Hoshiarpur,Bhamnaur,75.965,31.83111111,8.05,325,0,207.5,10.1,22.0,15.0,0.35,0,38.0,22.8,16.0,3.5,,187.3498,0.410391341,-0.4
Hoshiarpur,Bhangala,75.60861111,32.02527778,8.48,980,36,402.7,60.6,26.0,70.0,0.37,0,88.0,30.4,54.0,80.0,,343.4746,0.99253974,0.9
Hoshiarpur,Chak Sheru,75.62444444,32.05111111,8,631,0,329.5,26.9,30.0,12.0,0.40,0,42.0,30.4,40.0,30.0,,228.983,0.940200989,0.8
Hoshiarpur,Chohal,75.972,31.611,7.98,397,0,195.3,20.2,10.0,37.0,0.36,0,42.0,12.6,29.0,11.0,,156.1248,0.784931345,0.1
Hoshiarpur,Dagan,75.715,31.951,8.1,380,0,183.1,20.2,0.0,13.0,0.31,0,38.0,2.5,38.0,3.8,,104.0832,1.194224786,0.9
Hoshiarpur,Dasuya,75.667,31.8,7.86,501,0,280.7,13.5,33.0,26.0,0.30,0,40.0,34.1,27.0,9.7,,239.3914,0.627313532,-0.2
Hoshiarpur,Dulmiwal,75.751,31.832,7.97,422,0,280.7,13.5,0.0,13.0,0.29,0,42.0,25.3,20.0,10.0,,208.1664,0.487587383,0.4
Hoshiarpur,Garh Di Wala,75.74166667,31.75,8.07,496,0,244.1,33.7,10.0,6.0,0.28,0,38.0,17.7,44.0,4.5,,166.5331,1.179112042,0.6
Hoshiarpur,Garhshankar,76.05,31.25,8.08,679,0,377.0,21.0,0.0,0.6,0.41,0,20.0,44.0,35.0,29.3,,230,0.875,1.5
Hoshiarpur,Hajipur,75.758,31.975,8.12,530,0,292.9,33.7,50.0,12.0,0.34,0,33.0,37.9,48.0,8.6,,239.3914,1.140113572,0.0
Hoshiarpur,Haler Rampur,75.789,31.863,8.42,406,0,268.5,13.5,12.0,0.4,0.40,0,21.0,32.9,25.0,11.0,,187.3498,0.681044707,0.6
Hoshiarpur,Jandaur,75.634,31.848,8.28,410,0,292.9,6.7,0.0,11.0,0.45,0,52.0,6.6,45.0,5.6,,156.1248,1.175692375,1.7
Hoshiarpur,Jhir Di Khui,75.813,31.963,8.23,223,0,109.8,16.8,0.0,6.0,0.30,0,29.0,2.5,15.0,4.3,,83.26656,0.534522484,0.1
Hoshiarpur,Mahalpur,76.04166667,31.35833333,8.45,587,100,63.0,21.0,24.0,24.0,0.33,0,20.0,17.0,70.0,19.0,,120,2.301585822,1.9
Hoshiarpur,Mukerian,75.61666667,31.94166667,8.1,401,24,146.4,23.6,25.0,17.0,0.41,0,38.0,20.2,22.0,11.0,,176.9414,0.576754756,-0.4
Hoshiarpur,Nangal Baila,75.7101,31.9144,7.88,667,0,256.3,40.4,60.0,90.0,0.32,0,63.0,45.5,27.0,5.0,,343.4746,0.51841659,-2.7
Hoshiarpur,Nari,75.998,31.641,8.15,510,0,317.3,13.5,0.0,23.0,0.35,0,63.0,12.6,38.0,8.7,,208.1664,0.874083042,1.0
Hoshiarpur,Pankhuh,75.6873,32.0286,8.22,260,0,134.2,13.5,16.0,11.0,0.26,0,33.0,10.1,12.0,6.0,,124.8998,0.365571732,-0.3
Hoshiarpur,Phuglana,75.8336,31.3836,8.28,768,0,360.0,36.0,4.0,41.0,1.00,0,20.0,27.0,105.0,0.3,,160,3.063164821,2.7
Hoshiarpur,Rampur Camp colony,75.947,31.503,8.24,461,0,268.5,26.9,8.0,2.7,0.65,0,25.0,22.8,48.0,9.3,,156.1248,1.38853645,1.3
Hoshiarpur,Samraj Tanda,75.5881,31.9151,8.05,558,0,231.9,40.4,40.0,31.0,0.28,0,50.0,30.4,27.0,10.0,,249.7997,0.602234645,-1.2
Hoshiarpur,Sham Chaurasi,75.754,31.4997,8.2,543,0,402.7,6.7,15.0,0.2,0.35,0,17.0,27.8,86.0,12.0,,156.1248,2.56974151,3.4
Hoshiarpur,SiboChak,75.7363,31.9869,7.93,490,0,353.9,13.5,0.0,0.7,0.32,0,42.0,22.8,47.0,8.5,,197.7581,1.167724388,1.8
Hoshiarpur,Simbli,76.1999,31.1428,8.19,543,0,317.0,7.0,0.0,1.4,0.35,0,20.0,24.0,52.0,8.0,,150,1.567858992,2.2
Hoshiarpur,Talwara,75.8916,31.9401,8.25,296,0,146.4,13.5,8.0,23.0,0.32,0,33.0,10.1,19.0,3.1,,124.8998,0.578821909,-0.1
Hoshiarpur,Thakarwal,75.9222,31.3653,8.2,549,0,302.0,14.2,5.0,1.4,0.43,0,12.0,32.0,50.0,6.0,,160,1.507556723,1.7
Jalandhar,Adampur,75.7161,31.4384,8.75,511,36,305.1,14.2,20.0,0.4,0.50,0,24.0,17.0,100.0,5.8,,130.104,3.123475238,3.6
Jalandhar,Allowalpur,75.6629,31.4309,8.1,715,0,244.1,49.6,169.0,0.5,0.27,0,60.0,38.9,56.0,14.0,,310.248,1.12621129,-2.2
Jalandhar,Billi Charmi,75.394,31.112,8.55,658,60,183.1,35.5,45.0,57.0,0.65,0,52.0,29.2,63.0,8.0,,250.2,1.398274799,0.0
Jalandhar,Gohiran,75.5013,31.1765,8.05,596,0,329.5,35.5,0.0,28.0,0.55,0,68.0,14.6,51.0,7.2,,230.184,1.122303063,0.8
Jalandhar,Goraya,75.53333333,31.23333333,8.65,1045,60,463.8,85.1,0.0,30.0,0.50,0,16.0,70.5,132.0,12.0,,330.264,2.838545585,2.9
Jalandhar,Jalandhar,75.589,31.325,8.28,448,0,231.9,42.5,50.0,2.3,0.70,0,40.0,26.8,42.0,7.3,,210.168,1.027758447,-0.4
Jalandhar,Jalbhe,75.786,31.47,8.55,413,48,219.7,7.1,5.0,0.7,0.40,0,24.0,14.6,70.0,5.4,,120.096,2.25337973,2.8
Jalandhar,Jandu Singha,75.646,31.373,8.48,718,60,85.4,70.9,135.0,0.4,0.30,0,36.0,29.2,86.0,15.0,,210.168,2.13012284,-0.8
Jalandhar,Kartarpur,75.499,31.436,8.22,875,0,195.3,120.5,70.0,85.0,0.32,0,48.0,38.9,84.0,9.6,,280.224,1.802185095,-2.4
Jalandhar,Lallian Kalan,75.6092,31.1583,8.11,600,0,244.1,21.3,104.0,11.0,0.50,0,52.0,34.0,34.0,9.2,,270.216,0.733262858,-1.4
Jalandhar,Malsian,75.3556,31.1344,8.68,610,36,329.5,14.2,22.0,6.9,0.54,0,32.0,26.8,85.0,9.0,,190.152,2.216972257,2.8
Jalandhar,Nakodar,75.4757,31.1343,8.44,566,36,353.9,7.1,15.0,1.4,0.60,0,36.0,26.8,79.0,9.6,,200.16,1.993780137,3.0
Jalandhar,Phillor,75.7837,31.0337,8.2,625,0,390.5,7.1,50.0,2.2,0.40,0,36.0,34.0,68.0,9.5,,230.184,1.625510909,1.8
Jalandhar,Sarih,75.5692,31.13,8.65,762,36,476.0,14.2,0.0,11.0,0.55,0,28.0,60.8,66.0,14.0,,320.256,1.400771988,2.5
Jalandhar,ShahKot,75.3369,31.0859,8.05,713,0,268.5,70.9,58.0,70.0,0.40,0,68.0,38.9,46.0,9.7,,330.264,0.889813468,-2.2
Jalandhar,Talwandi Madho,75.311,31.2,8.45,382,48,183.1,7.1,8.0,0.3,0.58,0,36.0,12.2,49.0,5.5,,140.112,1.411570445,1.8
Jalandhar,Turan,75.901,31.12,8.45,460,12,341.7,7.1,0.0,0.8,0.35,0,16.0,34.0,55.0,9.5,,180.144,1.555634919,2.4
Jalandhar,Udhopur,75.5644,31.2298,8.4,605,36,134.2,63.8,100.0,36.0,0.50,0,40.0,48.6,42.0,7.6,,300.24,0.892405884,-2.7
